FGR_NR,ORT_NR,SEL_ZIEL,SEL_FZT,FRT_START,LI_NR,STR_LI_VAR,DEPARTURE,ARRIVAL
138,501500,500500,60,18540,1,"""14""",18540,18600
138,500500,500300,60,18540,1,"""14""",18600,18660
138,500300,500200,60,18540,1,"""14""",18660,18720
138,500200,502300,180,18540,1,"""14""",18720,18900
138,501500,500500,60,19740,1,"""14""",19740,19800
138,500500,500300,60,19740,1,"""14""",19800,19860
138,500300,500200,60,19740,1,"""14""",19860,19920
138,500200,502300,180,19740,1,"""14""",19920,20100
138,501500,500500,60,20100,1,"""14""",20100,20160
138,500500,500300,60,20100,1,"""14""",20160,20220
138,500300,500200,60,20100,1,"""14""",20220,20280
138,500200,502300,180,20100,1,"""14""",20280,20460
386,109012,101101,180,27000,71,"""1""",27000,27180
386,101101,32200,900,27000,71,"""1""",27180,28080
395,500102,109006,600,47100,73,"""3""",47100,47700
413,406402,405902,60,47100,54,"""3""",47700,47760
413,405902,109006,540,47100,54,"""3""",47760,48300
421,404700,403601,60,27180,54,"""5""",27180,27240
421,403601,408703,360,27180,54,"""5""",27240,27600
421,408703,404002,60,27180,54,"""5""",27600,27660
421,404002,405502,60,27180,54,"""5""",27660,27720
421,405502,409102,60,27180,54,"""5""",27720,27780
421,409102,408402,180,27180,54,"""5""",27780,27960
457,404400,408603,60,25860,3,"""5""",25860,25920
457,408603,407801,60,25860,3,"""5""",25920,25980
457,407801,400301,60,25860,3,"""5""",25980,26040
457,400301,401202,60,25860,3,"""5""",26040,26100
457,401202,400101,60,25860,3,"""5""",26100,26160
457,400101,407302,60,25860,3,"""5""",26160,26220
457,407302,408202,60,25860,3,"""5""",26220,26280
457,408202,403104,120,25860,3,"""5""",26280,26400
457,403104,112103,120,25860,3,"""5""",26400,26520
457,404400,408603,60,25920,3,"""5""",25920,25980
457,408603,407801,60,25920,3,"""5""",25980,26040
457,407801,400301,60,25920,3,"""5""",26040,26100
457,400301,401202,60,25920,3,"""5""",26100,26160
457,401202,400101,60,25920,3,"""5""",26160,26220
457,400101,407302,60,25920,3,"""5""",26220,26280
457,407302,408202,60,25920,3,"""5""",26280,26340
457,408202,403104,120,25920,3,"""5""",26340,26460
457,403104,112103,120,25920,3,"""5""",26460,26580
457,404400,408603,60,27120,3,"""5""",27120,27180
457,408603,407801,60,27120,3,"""5""",27180,27240
457,407801,400301,60,27120,3,"""5""",27240,27300
457,400301,401202,60,27120,3,"""5""",27300,27360
457,401202,400101,60,27120,3,"""5""",27360,27420
457,400101,407302,60,27120,3,"""5""",27420,27480
457,407302,408202,60,27120,3,"""5""",27480,27540
457,408202,403104,120,27120,3,"""5""",27540,27660
457,403104,112103,120,27120,3,"""5""",27660,27780
457,404400,408603,60,28320,3,"""5""",28320,28380
457,408603,407801,60,28320,3,"""5""",28380,28440
457,407801,400301,60,28320,3,"""5""",28440,28500
457,400301,401202,60,28320,3,"""5""",28500,28560
457,401202,400101,60,28320,3,"""5""",28560,28620
457,400101,407302,60,28320,3,"""5""",28620,28680
457,407302,408202,60,28320,3,"""5""",28680,28740
457,408202,403104,120,28320,3,"""5""",28740,28860
457,403104,112103,120,28320,3,"""5""",28860,28980
465,401202,400101,60,57480,3,"""32""",57480,57540
465,400101,407302,60,57480,3,"""32""",57540,57600
465,407302,408202,60,57480,3,"""32""",57600,57660
465,408202,403104,120,57480,3,"""32""",57660,57780
465,403104,112103,120,57480,3,"""32""",57780,57900
502,101002,102002,60,71940,62,"""2""",71940,72000
502,102002,101101,120,71940,62,"""2""",72000,72120
502,101101,403802,120,71940,62,"""2""",72120,72240
502,403802,408300,60,71940,62,"""2""",72240,72300
502,408300,406502,60,71940,62,"""2""",72300,72360
502,406502,407702,60,71940,62,"""2""",72360,72420
502,407702,34201,60,71940,62,"""2""",72420,72480
502,34201,408004,120,71940,62,"""2""",72480,72600
502,101002,102002,60,73140,62,"""2""",73140,73200
502,102002,101101,120,73140,62,"""2""",73200,73320
502,101101,403802,120,73140,62,"""2""",73320,73440
502,403802,408300,60,73140,62,"""2""",73440,73500
502,408300,406502,60,73140,62,"""2""",73500,73560
502,406502,407702,60,73140,62,"""2""",73560,73620
502,407702,34201,60,73140,62,"""2""",73620,73680
502,34201,408004,120,73140,62,"""2""",73680,73800
504,408002,34202,120,54180,64,"""1""",54180,54300
504,34202,407701,60,54180,64,"""1""",54300,54360
504,407701,406501,60,54180,64,"""1""",54360,54420
504,406501,405901,60,54180,64,"""1""",54420,54480
504,405901,405101,60,54180,64,"""1""",54480,54540
504,408002,34202,120,55380,64,"""1""",55380,55500
504,34202,407701,60,55380,64,"""1""",55500,55560
504,407701,406501,60,55380,64,"""1""",55560,55620
504,406501,405901,60,55380,64,"""1""",55620,55680
504,405901,405101,60,55380,64,"""1""",55680,55740
504,408002,34202,120,56580,64,"""1""",56580,56700
504,34202,407701,60,56580,64,"""1""",56700,56760
504,407701,406501,60,56580,64,"""1""",56760,56820
504,406501,405901,60,56580,64,"""1""",56820,56880
504,405901,405101,60,56580,64,"""1""",56880,56940
504,408002,34202,120,57780,64,"""1""",57780,57900
504,34202,407701,60,57780,64,"""1""",57900,57960
504,407701,406501,60,57780,64,"""1""",57960,58020
504,406501,405901,60,57780,64,"""1""",58020,58080
504,405901,405101,60,57780,64,"""1""",58080,58140
504,408002,34202,120,58980,64,"""1""",58980,59100
504,34202,407701,60,58980,64,"""1""",59100,59160
504,407701,406501,60,58980,64,"""1""",59160,59220
504,406501,405901,60,58980,64,"""1""",59220,59280
504,405901,405101,60,58980,64,"""1""",59280,59340
504,408002,34202,120,60180,64,"""1""",60180,60300
504,34202,407701,60,60180,64,"""1""",60300,60360
504,407701,406501,60,60180,64,"""1""",60360,60420
504,406501,405901,60,60180,64,"""1""",60420,60480
504,405901,405101,60,60180,64,"""1""",60480,60540
504,408002,34202,120,61380,64,"""1""",61380,61500
504,34202,407701,60,61380,64,"""1""",61500,61560
504,407701,406501,60,61380,64,"""1""",61560,61620
504,406501,405901,60,61380,64,"""1""",61620,61680
504,405901,405101,60,61380,64,"""1""",61680,61740
504,408002,34202,120,62580,64,"""1""",62580,62700
504,34202,407701,60,62580,64,"""1""",62700,62760
504,407701,406501,60,62580,64,"""1""",62760,62820
504,406501,405901,60,62580,64,"""1""",62820,62880
504,405901,405101,60,62580,64,"""1""",62880,62940
504,408002,34202,120,63780,64,"""1""",63780,63900
504,34202,407701,60,63780,64,"""1""",63900,63960
504,407701,406501,60,63780,64,"""1""",63960,64020
504,406501,405901,60,63780,64,"""1""",64020,64080
504,405901,405101,60,63780,64,"""1""",64080,64140
504,408002,34202,120,64980,64,"""1""",64980,65100
504,34202,407701,60,64980,64,"""1""",65100,65160
504,407701,406501,60,64980,64,"""1""",65160,65220
504,406501,405901,60,64980,64,"""1""",65220,65280
504,405901,405101,60,64980,64,"""1""",65280,65340
504,408002,34202,120,66180,64,"""1""",66180,66300
504,34202,407701,60,66180,64,"""1""",66300,66360
504,407701,406501,60,66180,64,"""1""",66360,66420
504,406501,405901,60,66180,64,"""1""",66420,66480
504,405901,405101,60,66180,64,"""1""",66480,66540
504,408002,34202,120,67380,64,"""1""",67380,67500
504,34202,407701,60,67380,64,"""1""",67500,67560
504,407701,406501,60,67380,64,"""1""",67560,67620
504,406501,405901,60,67380,64,"""1""",67620,67680
504,405901,405101,60,67380,64,"""1""",67680,67740
504,408002,34202,120,68580,64,"""1""",68580,68700
504,34202,407701,60,68580,64,"""1""",68700,68760
504,407701,406501,60,68580,64,"""1""",68760,68820
504,406501,405901,60,68580,64,"""1""",68820,68880
504,405901,405101,60,68580,64,"""1""",68880,68940
504,408002,34202,120,69780,64,"""1""",69780,69900
504,34202,407701,60,69780,64,"""1""",69900,69960
504,407701,406501,60,69780,64,"""1""",69960,70020
504,406501,405901,60,69780,64,"""1""",70020,70080
504,405901,405101,60,69780,64,"""1""",70080,70140
504,408002,34202,120,71100,64,"""1""",71100,71220
504,34202,407701,60,71100,64,"""1""",71220,71280
504,407701,406501,60,71100,64,"""1""",71280,71340
504,406501,405901,60,71100,64,"""1""",71340,71400
504,405901,405101,60,71100,64,"""1""",71400,71460
504,408002,34202,120,72900,64,"""1""",72900,73020
504,34202,407701,60,72900,64,"""1""",73020,73080
504,407701,406501,60,72900,64,"""1""",73080,73140
504,406501,405901,60,72900,64,"""1""",73140,73200
504,405901,405101,60,72900,64,"""1""",73200,73260
1891,200900,202002,60,19380,4,"""4""",19380,19440
1891,202002,204103,120,19380,4,"""4""",19440,19560
1891,204103,203604,60,19380,4,"""4""",19560,19620
1891,203604,201903,60,19380,4,"""4""",19620,19680
1891,201903,203900,120,19380,4,"""4""",19680,19800
1891,203900,201503,60,19380,4,"""4""",19800,19860
1891,201503,208103,60,19380,4,"""4""",19860,19920
1891,208103,34104,60,19380,4,"""4""",19920,19980
1891,34104,105002,60,19380,4,"""4""",19980,20040
1891,105002,118002,120,19380,4,"""4""",20040,20160
1891,118002,106002,60,19380,4,"""4""",20160,20220
1891,106002,118102,60,19380,4,"""4""",20220,20280
1891,118102,101004,120,19380,4,"""4""",20280,20400
1891,200900,202002,60,73020,4,"""4""",73020,73080
1891,202002,204103,120,73020,4,"""4""",73080,73200
1891,204103,203604,60,73020,4,"""4""",73200,73260
1891,203604,201903,60,73020,4,"""4""",73260,73320
1891,201903,203900,120,73020,4,"""4""",73320,73440
1891,203900,201503,60,73020,4,"""4""",73440,73500
1891,201503,208103,60,73020,4,"""4""",73500,73560
1891,208103,34104,60,73020,4,"""4""",73560,73620
1891,34104,105002,60,73020,4,"""4""",73620,73680
1891,105002,118002,120,73020,4,"""4""",73680,73800
1891,118002,106002,60,73020,4,"""4""",73800,73860
1891,106002,118102,60,73020,4,"""4""",73860,73920
1891,118102,101004,120,73020,4,"""4""",73920,74040
1891,200900,202002,60,74820,4,"""4""",74820,74880
1891,202002,204103,120,74820,4,"""4""",74880,75000
1891,204103,203604,60,74820,4,"""4""",75000,75060
1891,203604,201903,60,74820,4,"""4""",75060,75120
1891,201903,203900,120,74820,4,"""4""",75120,75240
1891,203900,201503,60,74820,4,"""4""",75240,75300
1891,201503,208103,60,74820,4,"""4""",75300,75360
1891,208103,34104,60,74820,4,"""4""",75360,75420
1891,34104,105002,60,74820,4,"""4""",75420,75480
1891,105002,118002,120,74820,4,"""4""",75480,75600
1891,118002,106002,60,74820,4,"""4""",75600,75660
1891,106002,118102,60,74820,4,"""4""",75660,75720
1891,118102,101004,120,74820,4,"""4""",75720,75840
1891,200900,202002,60,76620,4,"""4""",76620,76680
1891,202002,204103,120,76620,4,"""4""",76680,76800
1891,204103,203604,60,76620,4,"""4""",76800,76860
1891,203604,201903,60,76620,4,"""4""",76860,76920
1891,201903,203900,120,76620,4,"""4""",76920,77040
1891,203900,201503,60,76620,4,"""4""",77040,77100
1891,201503,208103,60,76620,4,"""4""",77100,77160
1891,208103,34104,60,76620,4,"""4""",77160,77220
1891,34104,105002,60,76620,4,"""4""",77220,77280
1891,105002,118002,120,76620,4,"""4""",77280,77400
1891,118002,106002,60,76620,4,"""4""",77400,77460
1891,106002,118102,60,76620,4,"""4""",77460,77520
1891,118102,101004,120,76620,4,"""4""",77520,77640
1891,200900,202002,60,78420,4,"""4""",78420,78480
1891,202002,204103,120,78420,4,"""4""",78480,78600
1891,204103,203604,60,78420,4,"""4""",78600,78660
1891,203604,201903,60,78420,4,"""4""",78660,78720
1891,201903,203900,120,78420,4,"""4""",78720,78840
1891,203900,201503,60,78420,4,"""4""",78840,78900
1891,201503,208103,60,78420,4,"""4""",78900,78960
1891,208103,34104,60,78420,4,"""4""",78960,79020
1891,34104,105002,60,78420,4,"""4""",79020,79080
1891,105002,118002,120,78420,4,"""4""",79080,79200
1891,118002,106002,60,78420,4,"""4""",79200,79260
1891,106002,118102,60,78420,4,"""4""",79260,79320
1891,118102,101004,120,78420,4,"""4""",79320,79440
1891,200900,202002,60,80220,4,"""4""",80220,80280
1891,202002,204103,120,80220,4,"""4""",80280,80400
1891,204103,203604,60,80220,4,"""4""",80400,80460
1891,203604,201903,60,80220,4,"""4""",80460,80520
1891,201903,203900,120,80220,4,"""4""",80520,80640
1891,203900,201503,60,80220,4,"""4""",80640,80700
1891,201503,208103,60,80220,4,"""4""",80700,80760
1891,208103,34104,60,80220,4,"""4""",80760,80820
1891,34104,105002,60,80220,4,"""4""",80820,80880
1891,105002,118002,120,80220,4,"""4""",80880,81000
1891,118002,106002,60,80220,4,"""4""",81000,81060
1891,106002,118102,60,80220,4,"""4""",81060,81120
1891,118102,101004,120,80220,4,"""4""",81120,81240
1891,200900,202002,60,82020,4,"""4""",82020,82080
1891,202002,204103,120,82020,4,"""4""",82080,82200
1891,204103,203604,60,82020,4,"""4""",82200,82260
1891,203604,201903,60,82020,4,"""4""",82260,82320
1891,201903,203900,120,82020,4,"""4""",82320,82440
1891,203900,201503,60,82020,4,"""4""",82440,82500
1891,201503,208103,60,82020,4,"""4""",82500,82560
1891,208103,34104,60,82020,4,"""4""",82560,82620
1891,34104,105002,60,82020,4,"""4""",82620,82680
1891,105002,118002,120,82020,4,"""4""",82680,82800
1891,118002,106002,60,82020,4,"""4""",82800,82860
1891,106002,118102,60,82020,4,"""4""",82860,82920
1891,118102,101004,120,82020,4,"""4""",82920,83040
1891,200900,202002,60,83820,4,"""4""",83820,83880
1891,202002,204103,120,83820,4,"""4""",83880,84000
1891,204103,203604,60,83820,4,"""4""",84000,84060
1891,203604,201903,60,83820,4,"""4""",84060,84120
1891,201903,203900,120,83820,4,"""4""",84120,84240
1891,203900,201503,60,83820,4,"""4""",84240,84300
1891,201503,208103,60,83820,4,"""4""",84300,84360
1891,208103,34104,60,83820,4,"""4""",84360,84420
1891,34104,105002,60,83820,4,"""4""",84420,84480
1891,105002,118002,120,83820,4,"""4""",84480,84600
1891,118002,106002,60,83820,4,"""4""",84600,84660
1891,106002,118102,60,83820,4,"""4""",84660,84720
1891,118102,101004,120,83820,4,"""4""",84720,84840
1891,200900,202002,60,85620,4,"""4""",85620,85680
1891,202002,204103,120,85620,4,"""4""",85680,85800
1891,204103,203604,60,85620,4,"""4""",85800,85860
1891,203604,201903,60,85620,4,"""4""",85860,85920
1891,201903,203900,120,85620,4,"""4""",85920,86040
1891,203900,201503,60,85620,4,"""4""",86040,86100
1891,201503,208103,60,85620,4,"""4""",86100,86160
1891,208103,34104,60,85620,4,"""4""",86160,86220
1891,34104,105002,60,85620,4,"""4""",86220,86280
1891,105002,118002,120,85620,4,"""4""",86280,86400
1891,118002,106002,60,85620,4,"""4""",86400,86460
1891,106002,118102,60,85620,4,"""4""",86460,86520
1891,118102,101004,120,85620,4,"""4""",86520,86640
2378,405300,402800,60,66900,10,"""9""",66900,66960
2378,402800,405100,60,66900,10,"""9""",66960,67020
2378,405100,405902,60,66900,10,"""9""",67020,67080
2378,405902,406500,60,66900,10,"""9""",67080,67140
2378,406500,400601,120,66900,10,"""9""",67140,67260
2378,400601,404300,60,66900,10,"""9""",67260,67320
2378,404300,407401,60,66900,10,"""9""",67320,67380
2378,407401,404103,120,66900,10,"""9""",67380,67500
2378,404103,403104,120,66900,10,"""9""",67500,67620
2378,403104,112101,180,66900,10,"""9""",67620,67800
2388,405300,402800,60,24900,10,"""33""",24900,24960
2388,402800,405100,60,24900,10,"""33""",24960,25020
2388,405100,405902,60,24900,10,"""33""",25020,25080
2388,405902,406500,60,24900,10,"""33""",25080,25140
2388,406500,400601,120,24900,10,"""33""",25140,25260
2388,400601,404300,60,24900,10,"""33""",25260,25320
2388,404300,407401,60,24900,10,"""33""",25320,25380
2388,407401,404103,120,24900,10,"""33""",25380,25500
2388,404103,403104,120,24900,10,"""33""",25500,25620
2388,403104,112101,180,24900,10,"""33""",25620,25800
2388,112101,103001,180,24900,10,"""33""",25800,25980
2388,103001,106501,60,24900,10,"""33""",25980,26040
2388,106501,119006,180,24900,10,"""33""",26040,26220
2388,119006,302501,120,24900,10,"""33""",26220,26340
2388,302501,303001,60,24900,10,"""33""",26340,26400
2388,303001,302201,120,24900,10,"""33""",26400,26520
2388,302201,302001,60,24900,10,"""33""",26520,26580
2388,302001,302100,120,24900,10,"""33""",26580,26700
2388,405300,402800,60,26100,10,"""33""",26100,26160
2388,402800,405100,60,26100,10,"""33""",26160,26220
2388,405100,405902,60,26100,10,"""33""",26220,26280
2388,405902,406500,60,26100,10,"""33""",26280,26340
2388,406500,400601,120,26100,10,"""33""",26340,26460
2388,400601,404300,60,26100,10,"""33""",26460,26520
2388,404300,407401,60,26100,10,"""33""",26520,26580
2388,407401,404103,120,26100,10,"""33""",26580,26700
2388,404103,403104,120,26100,10,"""33""",26700,26820
2388,403104,112101,180,26100,10,"""33""",26820,27000
2388,112101,103001,180,26100,10,"""33""",27000,27180
2388,103001,106501,60,26100,10,"""33""",27180,27240
2388,106501,119006,180,26100,10,"""33""",27240,27420
2388,119006,302501,120,26100,10,"""33""",27420,27540
2388,302501,303001,60,26100,10,"""33""",27540,27600
2388,303001,302201,120,26100,10,"""33""",27600,27720
2388,302201,302001,60,26100,10,"""33""",27720,27780
2388,302001,302100,120,26100,10,"""33""",27780,27900
2388,405300,402800,60,28500,10,"""33""",28500,28560
2388,402800,405100,60,28500,10,"""33""",28560,28620
2388,405100,405902,60,28500,10,"""33""",28620,28680
2388,405902,406500,60,28500,10,"""33""",28680,28740
2388,406500,400601,120,28500,10,"""33""",28740,28860
2388,400601,404300,60,28500,10,"""33""",28860,28920
2388,404300,407401,60,28500,10,"""33""",28920,28980
2388,407401,404103,120,28500,10,"""33""",28980,29100
2388,404103,403104,120,28500,10,"""33""",29100,29220
2388,403104,112101,180,28500,10,"""33""",29220,29400
2388,112101,103001,180,28500,10,"""33""",29400,29580
2388,103001,106501,60,28500,10,"""33""",29580,29640
2388,106501,119006,180,28500,10,"""33""",29640,29820
2388,119006,302501,120,28500,10,"""33""",29820,29940
2388,302501,303001,60,28500,10,"""33""",29940,30000
2388,303001,302201,120,28500,10,"""33""",30000,30120
2388,302201,302001,60,28500,10,"""33""",30120,30180
2388,302001,302100,120,28500,10,"""33""",30180,30300
2388,405300,402800,60,29700,10,"""33""",29700,29760
2388,402800,405100,60,29700,10,"""33""",29760,29820
2388,405100,405902,60,29700,10,"""33""",29820,29880
2388,405902,406500,60,29700,10,"""33""",29880,29940
2388,406500,400601,120,29700,10,"""33""",29940,30060
2388,400601,404300,60,29700,10,"""33""",30060,30120
2388,404300,407401,60,29700,10,"""33""",30120,30180
2388,407401,404103,120,29700,10,"""33""",30180,30300
2388,404103,403104,120,29700,10,"""33""",30300,30420
2388,403104,112101,180,29700,10,"""33""",30420,30600
2388,112101,103001,180,29700,10,"""33""",30600,30780
2388,103001,106501,60,29700,10,"""33""",30780,30840
2388,106501,119006,180,29700,10,"""33""",30840,31020
2388,119006,302501,120,29700,10,"""33""",31020,31140
2388,302501,303001,60,29700,10,"""33""",31140,31200
2388,303001,302201,120,29700,10,"""33""",31200,31320
2388,302201,302001,60,29700,10,"""33""",31320,31380
2388,302001,302100,120,29700,10,"""33""",31380,31500
2388,405300,402800,60,30900,10,"""33""",30900,30960
2388,402800,405100,60,30900,10,"""33""",30960,31020
2388,405100,405902,60,30900,10,"""33""",31020,31080
2388,405902,406500,60,30900,10,"""33""",31080,31140
2388,406500,400601,120,30900,10,"""33""",31140,31260
2388,400601,404300,60,30900,10,"""33""",31260,31320
2388,404300,407401,60,30900,10,"""33""",31320,31380
2388,407401,404103,120,30900,10,"""33""",31380,31500
2388,404103,403104,120,30900,10,"""33""",31500,31620
2388,403104,112101,180,30900,10,"""33""",31620,31800
2388,112101,103001,180,30900,10,"""33""",31800,31980
2388,103001,106501,60,30900,10,"""33""",31980,32040
2388,106501,119006,180,30900,10,"""33""",32040,32220
2388,119006,302501,120,30900,10,"""33""",32220,32340
2388,302501,303001,60,30900,10,"""33""",32340,32400
2388,303001,302201,120,30900,10,"""33""",32400,32520
2388,302201,302001,60,30900,10,"""33""",32520,32580
2388,302001,302100,120,30900,10,"""33""",32580,32700
2388,405300,402800,60,32100,10,"""33""",32100,32160
2388,402800,405100,60,32100,10,"""33""",32160,32220
2388,405100,405902,60,32100,10,"""33""",32220,32280
2388,405902,406500,60,32100,10,"""33""",32280,32340
2388,406500,400601,120,32100,10,"""33""",32340,32460
2388,400601,404300,60,32100,10,"""33""",32460,32520
2388,404300,407401,60,32100,10,"""33""",32520,32580
2388,407401,404103,120,32100,10,"""33""",32580,32700
2388,404103,403104,120,32100,10,"""33""",32700,32820
2388,403104,112101,180,32100,10,"""33""",32820,33000
2388,112101,103001,180,32100,10,"""33""",33000,33180
2388,103001,106501,60,32100,10,"""33""",33180,33240
2388,106501,119006,180,32100,10,"""33""",33240,33420
2388,119006,302501,120,32100,10,"""33""",33420,33540
2388,302501,303001,60,32100,10,"""33""",33540,33600
2388,303001,302201,120,32100,10,"""33""",33600,33720
2388,302201,302001,60,32100,10,"""33""",33720,33780
2388,302001,302100,120,32100,10,"""33""",33780,33900
2388,405300,402800,60,33300,10,"""33""",33300,33360
2388,402800,405100,60,33300,10,"""33""",33360,33420
2388,405100,405902,60,33300,10,"""33""",33420,33480
2388,405902,406500,60,33300,10,"""33""",33480,33540
2388,406500,400601,120,33300,10,"""33""",33540,33660
2388,400601,404300,60,33300,10,"""33""",33660,33720
2388,404300,407401,60,33300,10,"""33""",33720,33780
2388,407401,404103,120,33300,10,"""33""",33780,33900
2388,404103,403104,120,33300,10,"""33""",33900,34020
2388,403104,112101,180,33300,10,"""33""",34020,34200
2388,112101,103001,180,33300,10,"""33""",34200,34380
2388,103001,106501,60,33300,10,"""33""",34380,34440
2388,106501,119006,180,33300,10,"""33""",34440,34620
2388,119006,302501,120,33300,10,"""33""",34620,34740
2388,302501,303001,60,33300,10,"""33""",34740,34800
2388,303001,302201,120,33300,10,"""33""",34800,34920
2388,302201,302001,60,33300,10,"""33""",34920,34980
2388,302001,302100,120,33300,10,"""33""",34980,35100
2388,405300,402800,60,34500,10,"""33""",34500,34560
2388,402800,405100,60,34500,10,"""33""",34560,34620
2388,405100,405902,60,34500,10,"""33""",34620,34680
2388,405902,406500,60,34500,10,"""33""",34680,34740
2388,406500,400601,120,34500,10,"""33""",34740,34860
2388,400601,404300,60,34500,10,"""33""",34860,34920
2388,404300,407401,60,34500,10,"""33""",34920,34980
2388,407401,404103,120,34500,10,"""33""",34980,35100
2388,404103,403104,120,34500,10,"""33""",35100,35220
2388,403104,112101,180,34500,10,"""33""",35220,35400
2388,112101,103001,180,34500,10,"""33""",35400,35580
2388,103001,106501,60,34500,10,"""33""",35580,35640
2388,106501,119006,180,34500,10,"""33""",35640,35820
2388,119006,302501,120,34500,10,"""33""",35820,35940
2388,302501,303001,60,34500,10,"""33""",35940,36000
2388,303001,302201,120,34500,10,"""33""",36000,36120
2388,302201,302001,60,34500,10,"""33""",36120,36180
2388,302001,302100,120,34500,10,"""33""",36180,36300
2388,405300,402800,60,35700,10,"""33""",35700,35760
2388,402800,405100,60,35700,10,"""33""",35760,35820
2388,405100,405902,60,35700,10,"""33""",35820,35880
2388,405902,406500,60,35700,10,"""33""",35880,35940
2388,406500,400601,120,35700,10,"""33""",35940,36060
2388,400601,404300,60,35700,10,"""33""",36060,36120
2388,404300,407401,60,35700,10,"""33""",36120,36180
2388,407401,404103,120,35700,10,"""33""",36180,36300
2388,404103,403104,120,35700,10,"""33""",36300,36420
2388,403104,112101,180,35700,10,"""33""",36420,36600
2388,112101,103001,180,35700,10,"""33""",36600,36780
2388,103001,106501,60,35700,10,"""33""",36780,36840
2388,106501,119006,180,35700,10,"""33""",36840,37020
2388,119006,302501,120,35700,10,"""33""",37020,37140
2388,302501,303001,60,35700,10,"""33""",37140,37200
2388,303001,302201,120,35700,10,"""33""",37200,37320
2388,302201,302001,60,35700,10,"""33""",37320,37380
2388,302001,302100,120,35700,10,"""33""",37380,37500
2388,405300,402800,60,36900,10,"""33""",36900,36960
2388,402800,405100,60,36900,10,"""33""",36960,37020
2388,405100,405902,60,36900,10,"""33""",37020,37080
2388,405902,406500,60,36900,10,"""33""",37080,37140
2388,406500,400601,120,36900,10,"""33""",37140,37260
2388,400601,404300,60,36900,10,"""33""",37260,37320
2388,404300,407401,60,36900,10,"""33""",37320,37380
2388,407401,404103,120,36900,10,"""33""",37380,37500
2388,404103,403104,120,36900,10,"""33""",37500,37620
2388,403104,112101,180,36900,10,"""33""",37620,37800
2388,112101,103001,180,36900,10,"""33""",37800,37980
2388,103001,106501,60,36900,10,"""33""",37980,38040
2388,106501,119006,180,36900,10,"""33""",38040,38220
2388,119006,302501,120,36900,10,"""33""",38220,38340
2388,302501,303001,60,36900,10,"""33""",38340,38400
2388,303001,302201,120,36900,10,"""33""",38400,38520
2388,302201,302001,60,36900,10,"""33""",38520,38580
2388,302001,302100,120,36900,10,"""33""",38580,38700
2388,405300,402800,60,38100,10,"""33""",38100,38160
2388,402800,405100,60,38100,10,"""33""",38160,38220
2388,405100,405902,60,38100,10,"""33""",38220,38280
2388,405902,406500,60,38100,10,"""33""",38280,38340
2388,406500,400601,120,38100,10,"""33""",38340,38460
2388,400601,404300,60,38100,10,"""33""",38460,38520
2388,404300,407401,60,38100,10,"""33""",38520,38580
2388,407401,404103,120,38100,10,"""33""",38580,38700
2388,404103,403104,120,38100,10,"""33""",38700,38820
2388,403104,112101,180,38100,10,"""33""",38820,39000
2388,112101,103001,180,38100,10,"""33""",39000,39180
2388,103001,106501,60,38100,10,"""33""",39180,39240
2388,106501,119006,180,38100,10,"""33""",39240,39420
2388,119006,302501,120,38100,10,"""33""",39420,39540
2388,302501,303001,60,38100,10,"""33""",39540,39600
2388,303001,302201,120,38100,10,"""33""",39600,39720
2388,302201,302001,60,38100,10,"""33""",39720,39780
2388,302001,302100,120,38100,10,"""33""",39780,39900
2388,405300,402800,60,39300,10,"""33""",39300,39360
2388,402800,405100,60,39300,10,"""33""",39360,39420
2388,405100,405902,60,39300,10,"""33""",39420,39480
2388,405902,406500,60,39300,10,"""33""",39480,39540
2388,406500,400601,120,39300,10,"""33""",39540,39660
2388,400601,404300,60,39300,10,"""33""",39660,39720
2388,404300,407401,60,39300,10,"""33""",39720,39780
2388,407401,404103,120,39300,10,"""33""",39780,39900
2388,404103,403104,120,39300,10,"""33""",39900,40020
2388,403104,112101,180,39300,10,"""33""",40020,40200
2388,112101,103001,180,39300,10,"""33""",40200,40380
2388,103001,106501,60,39300,10,"""33""",40380,40440
2388,106501,119006,180,39300,10,"""33""",40440,40620
2388,119006,302501,120,39300,10,"""33""",40620,40740
2388,302501,303001,60,39300,10,"""33""",40740,40800
2388,303001,302201,120,39300,10,"""33""",40800,40920
2388,302201,302001,60,39300,10,"""33""",40920,40980
2388,302001,302100,120,39300,10,"""33""",40980,41100
2388,405300,402800,60,40500,10,"""33""",40500,40560
2388,402800,405100,60,40500,10,"""33""",40560,40620
2388,405100,405902,60,40500,10,"""33""",40620,40680
2388,405902,406500,60,40500,10,"""33""",40680,40740
2388,406500,400601,120,40500,10,"""33""",40740,40860
2388,400601,404300,60,40500,10,"""33""",40860,40920
2388,404300,407401,60,40500,10,"""33""",40920,40980
2388,407401,404103,120,40500,10,"""33""",40980,41100
2388,404103,403104,120,40500,10,"""33""",41100,41220
2388,403104,112101,180,40500,10,"""33""",41220,41400
2388,112101,103001,180,40500,10,"""33""",41400,41580
2388,103001,106501,60,40500,10,"""33""",41580,41640
2388,106501,119006,180,40500,10,"""33""",41640,41820
2388,119006,302501,120,40500,10,"""33""",41820,41940
2388,302501,303001,60,40500,10,"""33""",41940,42000
2388,303001,302201,120,40500,10,"""33""",42000,42120
2388,302201,302001,60,40500,10,"""33""",42120,42180
2388,302001,302100,120,40500,10,"""33""",42180,42300
