service_id,date,exception_type
Special#33,20200815,1
Special#33,20200816,1
Special#33,20200823,1
Special#33,20200830,1
Special#33,20200906,1
Special#34,20200201,1
Special#34,20200207,1
Special#34,20200208,1
Special#34,20200214,1
Special#34,20200215,1
Special#34,20200221,1
Special#34,20200222,1
Special#34,20200228,1
Special#34,20200229,1
Special#34,20200306,1
Special#34,20200307,1
Special#34,20200313,1
Special#34,20200314,1
Special#34,20200320,1
Special#34,20200321,1
Special#34,20200327,1
Special#34,20200328,1
Special#34,20200403,1
Special#34,20200404,1
Special#34,20200411,1
Special#34,20200417,1
Special#34,20200418,1
Special#34,20200424,1
Special#34,20200425,1
Special#34,20200502,1
Special#34,20200508,1
Special#34,20200509,1
Special#34,20200515,1
Special#34,20200516,1
Special#34,20200522,1
Special#34,20200523,1
Special#34,20200529,1
Special#34,20200530,1
Special#34,20200605,1
Special#34,20200606,1
Special#34,20200612,1
Special#34,20200613,1
Special#34,20200619,1
Special#34,20200620,1
Special#34,20200626,1
Special#34,20200627,1
Special#34,20200703,1
Special#34,20200704,1
Special#34,20200710,1
Special#34,20200711,1
Special#34,20200717,1
Special#34,20200718,1
Special#34,20200724,1
Special#34,20200725,1
Special#34,20200731,1
Special#34,20200801,1
Special#34,20200807,1
Special#34,20200808,1
Special#34,20200814,1
Special#34,20200821,1
Special#34,20200822,1
Special#34,20200828,1
Special#34,20200829,1
Special#34,20200904,1
Special#34,20200905,1
Special#35,20200205,1
Special#35,20200207,1
Special#35,20200212,1
Special#35,20200214,1
Special#35,20200219,1
Special#35,20200221,1
Special#35,20200304,1
Special#35,20200306,1
Special#35,20200311,1
Special#35,20200313,1
Special#35,20200318,1
Special#35,20200320,1
Special#35,20200325,1
Special#35,20200327,1
Special#35,20200401,1
Special#35,20200403,1
Special#35,20200422,1
Special#35,20200424,1
Special#35,20200429,1
Special#35,20200506,1
Special#35,20200508,1
Special#35,20200513,1
Special#35,20200515,1
Special#35,20200520,1
Special#35,20200522,1
Special#35,20200527,1
Special#35,20200529,1
Special#35,20200617,1
Special#35,20200619,1
Special#35,20200624,1
Special#35,20200626,1
Special#35,20200701,1
Special#35,20200703,1
Special#35,20200708,1
Special#35,20200710,1
Special#35,20200715,1
Special#35,20200717,1
Special#35,20200722,1
Special#35,20200724,1
Special#36,20200309,1
Special#36,20200310,1
Special#36,20200311,1
Special#36,20200312,1
Special#36,20200313,1
Special#36,20200316,1
Special#36,20200317,1
Special#36,20200318,1
Special#36,20200319,1
Special#36,20200320,1
Special#36,20200323,1
Special#36,20200324,1
Special#36,20200325,1
Special#36,20200326,1
Special#36,20200327,1
Special#36,20200330,1
Special#36,20200331,1
Special#36,20200401,1
Special#36,20200402,1
Special#36,20200403,1
Special#36,20200406,1
Special#36,20200407,1
Special#36,20200408,1
Special#36,20200409,1
Special#36,20200414,1
Special#36,20200415,1
Special#36,20200416,1
Special#36,20200417,1
Special#36,20200420,1
Special#36,20200421,1
Special#36,20200422,1
Special#36,20200423,1
Special#36,20200424,1
Special#36,20200427,1
Special#36,20200428,1
Special#36,20200429,1
Special#36,20200430,1
Special#36,20200504,1
Special#36,20200505,1
Special#36,20200506,1
Special#36,20200507,1
Special#36,20200508,1
Special#36,20200511,1
Special#36,20200512,1
Special#36,20200513,1
Special#36,20200514,1
Special#36,20200515,1
Special#36,20200518,1
Special#36,20200519,1
Special#36,20200520,1
Special#36,20200522,1
Special#36,20200525,1
Special#36,20200526,1
Special#36,20200527,1
Special#36,20200528,1
Special#36,20200529,1
Special#36,20200602,1
Special#36,20200603,1
Special#36,20200604,1
Special#36,20200605,1
Special#36,20200608,1
Special#36,20200609,1
Special#36,20200610,1
Special#36,20200612,1
Special#36,20200615,1
Special#36,20200616,1
Special#36,20200617,1
Special#36,20200618,1
Special#36,20200619,1
Special#36,20200622,1
Special#36,20200623,1
Special#36,20200624,1
Special#36,20200625,1
Special#36,20200626,1
Special#36,20200629,1
Special#36,20200630,1
Special#36,20200701,1
Special#36,20200702,1
Special#36,20200703,1
Special#36,20200706,1
Special#36,20200707,1
Special#36,20200708,1
Special#36,20200709,1
Special#36,20200710,1
Special#36,20200713,1
Special#36,20200714,1
Special#36,20200715,1
Special#36,20200716,1
Special#36,20200717,1
Special#36,20200720,1
Special#36,20200721,1
Special#36,20200722,1
Special#36,20200723,1
Special#36,20200724,1
Special#36,20200727,1
Special#36,20200728,1
Special#36,20200729,1
Special#36,20200730,1
Special#36,20200731,1
Special#36,20200803,1
Special#36,20200804,1
Special#36,20200805,1
Special#36,20200806,1
Special#36,20200807,1
Special#36,20200810,1
Special#36,20200811,1
Special#36,20200812,1
Special#36,20200813,1
Special#36,20200814,1
Special#36,20200817,1
Special#36,20200818,1
Special#36,20200819,1
Special#36,20200820,1
Special#36,20200821,1
Special#36,20200824,1
Special#36,20200825,1
Special#36,20200826,1
Special#36,20200827,1
Special#36,20200828,1
Special#36,20200831,1
Special#36,20200901,1
Special#36,20200902,1
Special#36,20200903,1
Special#36,20200904,1
Special#36,20200907,1
Special#37,20200314,1
Special#37,20200321,1
Special#37,20200328,1
Special#37,20200404,1
Special#37,20200411,1
Special#37,20200418,1
Special#37,20200425,1
Special#37,20200502,1
Special#37,20200509,1
Special#37,20200516,1
Special#37,20200523,1
Special#37,20200530,1
Special#37,20200606,1
Special#37,20200613,1
Special#37,20200620,1
Special#37,20200627,1
Special#37,20200704,1
Special#37,20200711,1
Special#37,20200718,1
Special#37,20200725,1
Special#37,20200801,1
Special#37,20200808,1
Special#37,20200822,1
Special#37,20200829,1
Special#37,20200905,1
Special#38,20200406,1
Special#38,20200407,1
Special#38,20200408,1
Special#38,20200409,1
Special#38,20200414,1
Special#38,20200415,1
Special#38,20200416,1
Special#38,20200417,1
Special#38,20200420,1
Special#38,20200421,1
Special#38,20200422,1
Special#38,20200423,1
Special#38,20200424,1
Special#38,20200602,1
Special#38,20200603,1
Special#38,20200604,1
Special#38,20200605,1
Special#38,20200608,1
Special#38,20200609,1
Special#38,20200610,1
Special#38,20200612,1
Special#38,20200727,1
Special#38,20200728,1
Special#38,20200729,1
Special#38,20200730,1
Special#38,20200731,1
Special#38,20200803,1
Special#38,20200804,1
Special#38,20200805,1
Special#38,20200806,1
Special#38,20200807,1
Special#38,20200810,1
Special#38,20200811,1
Special#38,20200812,1
Special#38,20200813,1
Special#38,20200814,1
Special#38,20200817,1
Special#38,20200818,1
Special#38,20200819,1
Special#38,20200820,1
Special#38,20200821,1
Special#38,20200824,1
Special#38,20200825,1
Special#38,20200826,1
Special#38,20200827,1
Special#38,20200828,1
Special#38,20200831,1
Special#38,20200901,1
Special#38,20200902,1
Special#38,20200903,1
Special#38,20200904,1
Special#38,20200907,1
Special#39,20200309,1
Special#39,20200310,1
Special#39,20200311,1
Special#39,20200312,1
Special#39,20200316,1
Special#39,20200317,1
Special#39,20200318,1
Special#39,20200319,1
Special#39,20200323,1
Special#39,20200324,1
Special#39,20200325,1
Special#39,20200326,1
Special#39,20200330,1
Special#39,20200331,1
Special#39,20200401,1
Special#39,20200402,1
Special#39,20200420,1
Special#39,20200421,1
Special#39,20200422,1
Special#39,20200423,1
Special#39,20200427,1
Special#39,20200428,1
Special#39,20200429,1
Special#39,20200430,1
Special#39,20200504,1
Special#39,20200505,1
Special#39,20200506,1
Special#39,20200507,1
Special#39,20200511,1
Special#39,20200512,1
Special#39,20200513,1
Special#39,20200514,1
Special#39,20200518,1
Special#39,20200519,1
Special#39,20200520,1
Special#39,20200525,1
Special#39,20200526,1
Special#39,20200527,1
Special#39,20200528,1
Special#39,20200615,1
Special#39,20200616,1
Special#39,20200617,1
Special#39,20200618,1
Special#39,20200622,1
Special#39,20200623,1
Special#39,20200624,1
Special#39,20200625,1
Special#39,20200629,1
Special#39,20200630,1
Special#39,20200701,1
Special#39,20200702,1
Special#39,20200706,1
Special#39,20200707,1
Special#39,20200708,1
Special#39,20200709,1
Special#39,20200713,1
Special#39,20200714,1
Special#39,20200715,1
Special#39,20200716,1
Special#39,20200720,1
Special#39,20200721,1
Special#39,20200722,1
Special#39,20200723,1
Special#40,20200309,1
Special#40,20200310,1
Special#40,20200316,1
Special#40,20200317,1
Special#40,20200323,1
Special#40,20200324,1
Special#40,20200330,1
Special#40,20200331,1
Special#40,20200420,1
Special#40,20200421,1
Special#40,20200427,1
Special#40,20200428,1
Special#40,20200504,1
Special#40,20200505,1
Special#40,20200511,1
Special#40,20200512,1
Special#40,20200518,1
Special#40,20200519,1
Special#40,20200525,1
Special#40,20200526,1
Special#40,20200615,1
Special#40,20200616,1
Special#40,20200622,1
Special#40,20200623,1
Special#40,20200629,1
Special#40,20200630,1
Special#40,20200706,1
Special#40,20200707,1
Special#40,20200713,1
Special#40,20200714,1
Special#40,20200720,1
Special#40,20200721,1
Special#41,20200309,1
Special#41,20200310,1
Special#41,20200311,1
Special#41,20200312,1
Special#41,20200316,1
Special#41,20200317,1
Special#41,20200318,1
Special#41,20200319,1
Special#41,20200323,1
Special#41,20200324,1
Special#41,20200325,1
Special#41,20200326,1
Special#41,20200330,1
Special#41,20200331,1
Special#41,20200401,1
Special#41,20200402,1
Special#41,20200406,1
Special#41,20200407,1
Special#41,20200408,1
Special#41,20200409,1
Special#41,20200414,1
Special#41,20200415,1
Special#41,20200416,1
Special#41,20200420,1
Special#41,20200421,1
Special#41,20200422,1
Special#41,20200423,1
Special#41,20200427,1
Special#41,20200428,1
Special#41,20200429,1
Special#41,20200430,1
Special#41,20200504,1
Special#41,20200505,1
Special#41,20200506,1
Special#41,20200507,1
Special#41,20200511,1
Special#41,20200512,1
Special#41,20200513,1
Special#41,20200514,1
Special#41,20200518,1
Special#41,20200519,1
Special#41,20200520,1
Special#41,20200525,1
Special#41,20200526,1
Special#41,20200527,1
Special#41,20200528,1
Special#41,20200602,1
Special#41,20200603,1
Special#41,20200604,1
Special#41,20200608,1
Special#41,20200609,1
Special#41,20200610,1
Special#41,20200615,1
Special#41,20200616,1
Special#41,20200617,1
Special#41,20200618,1
Special#41,20200622,1
Special#41,20200623,1
Special#41,20200624,1
Special#41,20200625,1
Special#41,20200629,1
Special#41,20200630,1
Special#41,20200701,1
Special#41,20200702,1
Special#41,20200706,1
Special#41,20200707,1
Special#41,20200708,1
Special#41,20200709,1
Special#41,20200713,1
Special#41,20200714,1
Special#41,20200715,1
Special#41,20200716,1
Special#41,20200720,1
Special#41,20200721,1
Special#41,20200722,1
Special#41,20200723,1
Special#41,20200727,1
Special#41,20200728,1
Special#41,20200729,1
Special#41,20200730,1
Special#41,20200803,1
Special#41,20200804,1
Special#41,20200805,1
Special#41,20200806,1
Special#41,20200810,1
Special#41,20200811,1
Special#41,20200812,1
Special#41,20200813,1
Special#41,20200817,1
Special#41,20200818,1
Special#41,20200819,1
Special#41,20200820,1
Special#41,20200824,1
Special#41,20200825,1
Special#41,20200826,1
Special#41,20200827,1
Special#41,20200831,1
Special#41,20200901,1
Special#41,20200902,1
Special#41,20200903,1
Special#41,20200907,1
Special#42,20200309,1
Special#42,20200310,1
Special#42,20200311,1
Special#42,20200312,1
Special#42,20200313,1
Special#42,20200314,1
Special#42,20200316,1
Special#42,20200317,1
Special#42,20200318,1
Special#42,20200319,1
Special#42,20200320,1
Special#42,20200321,1
Special#42,20200323,1
Special#42,20200324,1
Special#42,20200325,1
Special#42,20200326,1
Special#42,20200327,1
Special#42,20200328,1
Special#42,20200330,1
Special#42,20200331,1
Special#42,20200401,1
Special#42,20200402,1
Special#42,20200403,1
Special#42,20200404,1
Special#42,20200406,1
Special#42,20200407,1
Special#42,20200408,1
Special#42,20200409,1
Special#42,20200411,1
Special#42,20200414,1
Special#42,20200415,1
Special#42,20200416,1
Special#42,20200417,1
Special#42,20200418,1
Special#42,20200420,1
Special#42,20200421,1
Special#42,20200422,1
Special#42,20200423,1
Special#42,20200424,1
Special#42,20200425,1
Special#42,20200427,1
Special#42,20200428,1
Special#42,20200429,1
Special#42,20200430,1
Special#42,20200502,1
Special#42,20200504,1
Special#42,20200505,1
Special#42,20200506,1
Special#42,20200507,1
Special#42,20200508,1
Special#42,20200509,1
Special#42,20200511,1
Special#42,20200512,1
Special#42,20200513,1
Special#42,20200514,1
Special#42,20200515,1
Special#42,20200516,1
Special#42,20200518,1
Special#42,20200519,1
Special#42,20200520,1
Special#42,20200522,1
Special#42,20200523,1
Special#42,20200525,1
Special#42,20200526,1
Special#42,20200527,1
Special#42,20200528,1
Special#42,20200529,1
Special#42,20200530,1
Special#42,20200602,1
Special#42,20200603,1
Special#42,20200604,1
Special#42,20200605,1
Special#42,20200606,1
Special#42,20200608,1
Special#42,20200609,1
Special#42,20200610,1
Special#42,20200612,1
Special#42,20200613,1
Special#42,20200615,1
Special#42,20200616,1
Special#42,20200617,1
Special#42,20200618,1
Special#42,20200619,1
Special#42,20200620,1
Special#42,20200622,1
Special#42,20200623,1
Special#42,20200624,1
Special#42,20200625,1
Special#42,20200626,1
Special#42,20200627,1
Special#42,20200629,1
Special#42,20200630,1
Special#42,20200701,1
Special#42,20200702,1
Special#42,20200703,1
Special#42,20200704,1
Special#42,20200706,1
Special#42,20200707,1
Special#42,20200708,1
Special#42,20200709,1
Special#42,20200710,1
Special#42,20200711,1
Special#42,20200713,1
Special#42,20200714,1
Special#42,20200715,1
Special#42,20200716,1
Special#42,20200717,1
Special#42,20200718,1
Special#42,20200720,1
Special#42,20200721,1
Special#42,20200722,1
Special#42,20200723,1
Special#42,20200724,1
Special#42,20200725,1
Special#42,20200727,1
Special#42,20200728,1
Special#42,20200729,1
Special#42,20200730,1
Special#42,20200731,1
Special#42,20200801,1
Special#42,20200803,1
Special#42,20200804,1
Special#42,20200805,1
Special#42,20200806,1
Special#42,20200807,1
Special#42,20200808,1
Special#42,20200810,1
Special#42,20200811,1
Special#42,20200812,1
Special#42,20200813,1
Special#42,20200814,1
Special#42,20200817,1
Special#42,20200818,1
Special#42,20200819,1
Special#42,20200820,1
Special#42,20200821,1
Special#42,20200822,1
Special#42,20200824,1
Special#42,20200825,1
Special#42,20200826,1
Special#42,20200827,1
Special#42,20200828,1
Special#42,20200829,1
Special#42,20200831,1
Special#42,20200901,1
Special#42,20200902,1
Special#42,20200903,1
Special#42,20200904,1
Special#42,20200905,1
Special#42,20200907,1
Special#43,20200201,1
Special#43,20200202,1
Special#43,20200208,1
Special#43,20200209,1
Special#43,20200215,1
Special#43,20200216,1
Special#43,20200222,1
Special#43,20200223,1
Special#43,20200229,1
Special#43,20200301,1
Special#43,20200307,1
Special#43,20200308,1
Special#43,20200314,1
Special#43,20200315,1
Special#43,20200321,1
Special#43,20200322,1
Special#43,20200328,1
Special#43,20200329,1
Special#43,20200404,1
Special#43,20200405,1
Special#43,20200410,1
Special#43,20200411,1
Special#43,20200412,1
Special#43,20200413,1
Special#43,20200418,1
Special#43,20200419,1
Special#43,20200425,1
Special#43,20200426,1
Special#43,20200501,1
Special#43,20200502,1
Special#43,20200503,1
Special#43,20200509,1
Special#43,20200510,1
Special#43,20200516,1
Special#43,20200517,1
Special#43,20200521,1
Special#43,20200523,1
Special#43,20200524,1
Special#43,20200530,1
Special#43,20200531,1
Special#43,20200601,1
Special#43,20200606,1
Special#43,20200607,1
Special#43,20200611,1
Special#43,20200613,1
Special#43,20200614,1
Special#43,20200620,1
Special#43,20200621,1
Special#43,20200627,1
Special#43,20200628,1
Special#43,20200704,1
Special#43,20200705,1
Special#43,20200711,1
Special#43,20200712,1
Special#43,20200718,1
Special#43,20200719,1
Special#43,20200725,1
Special#43,20200726,1
Special#43,20200801,1
Special#43,20200802,1
Special#43,20200808,1
Special#43,20200809,1
Special#43,20200815,1
Special#43,20200816,1
Special#43,20200822,1
Special#43,20200823,1
Special#43,20200829,1
Special#43,20200830,1
Special#43,20200905,1
Special#43,20200906,1
Special#44,20200201,1
Special#44,20200202,1
Special#44,20200203,1
Special#44,20200204,1
Special#44,20200205,1
Special#44,20200206,1
Special#44,20200207,1
Special#44,20200208,1
Special#44,20200209,1
Special#44,20200210,1
Special#44,20200211,1
Special#44,20200212,1
Special#44,20200213,1
Special#44,20200214,1
Special#44,20200215,1
Special#44,20200216,1
Special#44,20200217,1
Special#44,20200218,1
Special#44,20200219,1
Special#44,20200220,1
Special#44,20200221,1
Special#44,20200222,1
Special#44,20200223,1
Special#44,20200224,1
Special#44,20200225,1
Special#44,20200226,1
Special#44,20200227,1
Special#44,20200228,1
Special#44,20200229,1
Special#44,20200301,1
Special#44,20200302,1
Special#44,20200303,1
Special#44,20200304,1
Special#44,20200305,1
Special#44,20200306,1
Special#44,20200307,1
Special#44,20200308,1
Special#44,20200309,1
Special#44,20200310,1
Special#44,20200311,1
Special#44,20200312,1
Special#44,20200313,1
Special#44,20200314,1
Special#44,20200315,1
Special#44,20200316,1
Special#44,20200317,1
Special#44,20200318,1
Special#44,20200319,1
Special#44,20200320,1
Special#44,20200321,1
Special#44,20200322,1
Special#44,20200323,1
Special#44,20200324,1
Special#44,20200325,1
Special#44,20200326,1
Special#44,20200327,1
Special#44,20200328,1
Special#44,20200329,1
Special#44,20200330,1
Special#44,20200331,1
Special#44,20200401,1
Special#44,20200402,1
Special#44,20200403,1
Special#44,20200404,1
Special#44,20200405,1
Special#44,20200406,1
Special#44,20200407,1
Special#44,20200408,1
Special#44,20200409,1
Special#44,20200410,1
Special#44,20200411,1
Special#44,20200412,1
Special#44,20200413,1
Special#44,20200414,1
Special#44,20200415,1
Special#44,20200416,1
Special#44,20200417,1
Special#44,20200418,1
Special#44,20200419,1
Special#44,20200420,1
Special#44,20200421,1
Special#44,20200422,1
Special#44,20200423,1
Special#44,20200424,1
Special#44,20200425,1
Special#44,20200426,1
Special#44,20200427,1
Special#44,20200428,1
Special#44,20200429,1
Special#44,20200430,1
Special#44,20200501,1
Special#44,20200502,1
Special#44,20200503,1
Special#44,20200504,1
Special#44,20200505,1
Special#44,20200506,1
Special#44,20200507,1
Special#44,20200508,1
Special#44,20200509,1
Special#44,20200510,1
Special#44,20200511,1
Special#44,20200512,1
Special#44,20200513,1
Special#44,20200514,1
Special#44,20200515,1
Special#44,20200516,1
Special#44,20200517,1
Special#44,20200518,1
Special#44,20200519,1
Special#44,20200520,1
Special#44,20200521,1
Special#44,20200522,1
Special#44,20200523,1
Special#44,20200524,1
Special#44,20200525,1
Special#44,20200526,1
Special#44,20200527,1
Special#44,20200528,1
Special#44,20200529,1
Special#44,20200530,1
Special#44,20200531,1
Special#44,20200601,1
Special#44,20200602,1
Special#44,20200603,1
Special#44,20200604,1
Special#44,20200605,1
Special#44,20200606,1
Special#44,20200607,1
Special#44,20200608,1
Special#44,20200609,1
Special#44,20200610,1
Special#44,20200611,1
Special#44,20200612,1
Special#44,20200613,1
Special#44,20200614,1
Special#44,20200615,1
Special#44,20200616,1
Special#44,20200617,1
Special#44,20200618,1
Special#44,20200619,1
Special#44,20200620,1
Special#44,20200621,1
Special#44,20200622,1
Special#44,20200623,1
Special#44,20200624,1
Special#44,20200625,1
Special#44,20200626,1
Special#44,20200627,1
Special#44,20200628,1
Special#44,20200629,1
Special#44,20200630,1
Special#44,20200701,1
Special#44,20200702,1
Special#44,20200703,1
Special#44,20200704,1
Special#44,20200705,1
Special#44,20200706,1
Special#44,20200707,1
Special#44,20200708,1
Special#44,20200709,1
Special#44,20200710,1
Special#44,20200711,1
Special#44,20200712,1
Special#44,20200713,1
Special#44,20200714,1
Special#44,20200715,1
Special#44,20200716,1
Special#44,20200717,1
Special#44,20200718,1
Special#44,20200719,1
Special#44,20200720,1
Special#44,20200721,1
Special#44,20200722,1
Special#44,20200723,1
Special#44,20200724,1
Special#44,20200725,1
Special#44,20200726,1
Special#44,20200727,1
Special#44,20200728,1
Special#44,20200729,1
Special#44,20200730,1
Special#44,20200731,1
Special#44,20200801,1
Special#44,20200802,1
Special#44,20200803,1
Special#44,20200804,1
Special#44,20200805,1
Special#44,20200806,1
Special#44,20200807,1
Special#44,20200808,1
Special#44,20200809,1
Special#44,20200810,1
Special#44,20200811,1
Special#44,20200812,1
Special#44,20200813,1
Special#44,20200814,1
Special#44,20200815,1
Special#44,20200816,1
Special#44,20200817,1
Special#44,20200818,1
Special#44,20200819,1
Special#44,20200820,1
Special#44,20200821,1
Special#44,20200822,1
Special#44,20200823,1
Special#44,20200824,1
Special#44,20200825,1
Special#44,20200826,1
Special#44,20200827,1
Special#44,20200828,1
Special#44,20200829,1
Special#44,20200830,1
Special#44,20200831,1
Special#44,20200901,1
Special#44,20200902,1
Special#44,20200903,1
Special#44,20200904,1
Special#44,20200905,1
Special#44,20200906,1
Special#44,20200907,1
Special#45,20200201,1
Special#45,20200203,1
Special#45,20200204,1
Special#45,20200205,1
Special#45,20200206,1
Special#45,20200207,1
Special#45,20200208,1
Special#45,20200210,1
Special#45,20200211,1
Special#45,20200212,1
Special#45,20200213,1
Special#45,20200214,1
Special#45,20200215,1
Special#45,20200217,1
Special#45,20200218,1
Special#45,20200219,1
Special#45,20200220,1
Special#45,20200221,1
Special#45,20200222,1
Special#45,20200229,1
Special#45,20200302,1
Special#45,20200303,1
Special#45,20200304,1
Special#45,20200305,1
Special#45,20200306,1
Special#45,20200307,1
Special#45,20200309,1
Special#45,20200310,1
Special#45,20200311,1
Special#45,20200312,1
Special#45,20200313,1
Special#45,20200314,1
Special#45,20200316,1
Special#45,20200317,1
Special#45,20200318,1
Special#45,20200319,1
Special#45,20200320,1
Special#45,20200321,1
Special#45,20200323,1
Special#45,20200324,1
Special#45,20200325,1
Special#45,20200326,1
Special#45,20200327,1
Special#45,20200328,1
Special#45,20200330,1
Special#45,20200331,1
Special#45,20200401,1
Special#45,20200402,1
Special#45,20200403,1
Special#45,20200404,1
Special#45,20200411,1
Special#45,20200418,1
Special#45,20200425,1
Special#45,20200427,1
Special#45,20200428,1
Special#45,20200429,1
Special#45,20200430,1
Special#45,20200502,1
Special#45,20200504,1
Special#45,20200505,1
Special#45,20200506,1
Special#45,20200507,1
Special#45,20200508,1
Special#45,20200509,1
Special#45,20200511,1
Special#45,20200512,1
Special#45,20200513,1
Special#45,20200514,1
Special#45,20200515,1
Special#45,20200516,1
Special#45,20200518,1
Special#45,20200519,1
Special#45,20200520,1
Special#45,20200522,1
Special#45,20200523,1
Special#45,20200525,1
Special#45,20200526,1
Special#45,20200527,1
Special#45,20200528,1
Special#45,20200529,1
Special#45,20200530,1
Special#45,20200606,1
Special#45,20200613,1
Special#45,20200615,1
Special#45,20200616,1
Special#45,20200617,1
Special#45,20200618,1
Special#45,20200619,1
Special#45,20200620,1
Special#45,20200622,1
Special#45,20200623,1
Special#45,20200624,1
Special#45,20200625,1
Special#45,20200626,1
Special#45,20200627,1
Special#45,20200629,1
Special#45,20200630,1
Special#45,20200701,1
Special#45,20200702,1
Special#45,20200703,1
Special#45,20200704,1
Special#45,20200706,1
Special#45,20200707,1
Special#45,20200708,1
Special#45,20200709,1
Special#45,20200710,1
Special#45,20200711,1
Special#45,20200713,1
Special#45,20200714,1
Special#45,20200715,1
Special#45,20200716,1
Special#45,20200717,1
Special#45,20200718,1
Special#45,20200720,1
Special#45,20200721,1
Special#45,20200722,1
Special#45,20200723,1
Special#45,20200724,1
Special#45,20200725,1
Special#45,20200801,1
Special#45,20200808,1
Special#45,20200822,1
Special#45,20200829,1
Special#45,20200905,1
Special#46,20200202,1
Special#46,20200203,1
Special#46,20200204,1
Special#46,20200205,1
Special#46,20200206,1
Special#46,20200207,1
Special#46,20200209,1
Special#46,20200210,1
Special#46,20200211,1
Special#46,20200212,1
Special#46,20200213,1
Special#46,20200214,1
Special#46,20200216,1
Special#46,20200217,1
Special#46,20200218,1
Special#46,20200219,1
Special#46,20200220,1
Special#46,20200221,1
Special#46,20200223,1
Special#46,20200224,1
Special#46,20200225,1
Special#46,20200226,1
Special#46,20200227,1
Special#46,20200228,1
Special#46,20200301,1
Special#46,20200302,1
Special#46,20200303,1
Special#46,20200304,1
Special#46,20200305,1
Special#46,20200306,1
Special#46,20200308,1
Special#46,20200309,1
Special#46,20200310,1
Special#46,20200311,1
Special#46,20200312,1
Special#46,20200313,1
Special#46,20200315,1
Special#46,20200316,1
Special#46,20200317,1
Special#46,20200318,1
Special#46,20200319,1
Special#46,20200320,1
Special#46,20200322,1
Special#46,20200323,1
Special#46,20200324,1
Special#46,20200325,1
Special#46,20200326,1
Special#46,20200327,1
Special#46,20200329,1
Special#46,20200330,1
Special#46,20200331,1
Special#46,20200401,1
Special#46,20200402,1
Special#46,20200403,1
Special#46,20200405,1
Special#46,20200406,1
Special#46,20200407,1
Special#46,20200408,1
Special#46,20200409,1
Special#46,20200410,1
Special#46,20200412,1
Special#46,20200413,1
Special#46,20200414,1
Special#46,20200415,1
Special#46,20200416,1
Special#46,20200417,1
Special#46,20200419,1
Special#46,20200420,1
Special#46,20200421,1
Special#46,20200422,1
Special#46,20200423,1
Special#46,20200424,1
Special#46,20200426,1
Special#46,20200427,1
Special#46,20200428,1
Special#46,20200429,1
Special#46,20200430,1
Special#46,20200501,1
Special#46,20200503,1
Special#46,20200504,1
Special#46,20200505,1
Special#46,20200506,1
Special#46,20200507,1
Special#46,20200508,1
Special#46,20200510,1
Special#46,20200511,1
Special#46,20200512,1
Special#46,20200513,1
Special#46,20200514,1
Special#46,20200515,1
Special#46,20200517,1
Special#46,20200518,1
Special#46,20200519,1
Special#46,20200520,1
Special#46,20200521,1
Special#46,20200522,1
Special#46,20200524,1
Special#46,20200525,1
Special#46,20200526,1
Special#46,20200527,1
Special#46,20200528,1
Special#46,20200529,1
Special#46,20200531,1
Special#46,20200601,1
Special#46,20200602,1
Special#46,20200603,1
Special#46,20200604,1
Special#46,20200605,1
Special#46,20200607,1
Special#46,20200608,1
Special#46,20200609,1
Special#46,20200610,1
Special#46,20200611,1
Special#46,20200612,1
Special#46,20200614,1
Special#46,20200615,1
Special#46,20200616,1
Special#46,20200617,1
Special#46,20200618,1
Special#46,20200619,1
Special#46,20200621,1
Special#46,20200622,1
Special#46,20200623,1
Special#46,20200624,1
Special#46,20200625,1
Special#46,20200626,1
Special#46,20200628,1
Special#46,20200629,1
Special#46,20200630,1
Special#46,20200701,1
Special#46,20200702,1
Special#46,20200703,1
Special#46,20200705,1
Special#46,20200706,1
Special#46,20200707,1
Special#46,20200708,1
Special#46,20200709,1
Special#46,20200710,1
Special#46,20200712,1
Special#46,20200713,1
Special#46,20200714,1
Special#46,20200715,1
Special#46,20200716,1
Special#46,20200717,1
Special#46,20200719,1
Special#46,20200720,1
Special#46,20200721,1
Special#46,20200722,1
Special#46,20200723,1
Special#46,20200724,1
Special#46,20200726,1
Special#46,20200727,1
Special#46,20200728,1
Special#46,20200729,1
Special#46,20200730,1
Special#46,20200731,1
Special#46,20200802,1
Special#46,20200803,1
Special#46,20200804,1
Special#46,20200805,1
Special#46,20200806,1
Special#46,20200807,1
Special#46,20200809,1
Special#46,20200810,1
Special#46,20200811,1
Special#46,20200812,1
Special#46,20200813,1
Special#46,20200814,1
Special#46,20200815,1
Special#46,20200816,1
Special#46,20200817,1
Special#46,20200818,1
Special#46,20200819,1
Special#46,20200820,1
Special#46,20200821,1
Special#46,20200823,1
Special#46,20200824,1
Special#46,20200825,1
Special#46,20200826,1
Special#46,20200827,1
Special#46,20200828,1
Special#46,20200830,1
Special#46,20200831,1
Special#46,20200901,1
Special#46,20200902,1
Special#46,20200903,1
Special#46,20200904,1
Special#46,20200906,1
Special#46,20200907,1
Special#47,20200427,1
Special#47,20200428,1
Special#47,20200429,1
Special#47,20200430,1
Special#47,20200504,1
Special#47,20200505,1
Special#47,20200506,1
Special#47,20200507,1
Special#47,20200508,1
Special#47,20200511,1
Special#47,20200512,1
Special#47,20200513,1
Special#47,20200514,1
Special#47,20200515,1
Special#47,20200518,1
Special#47,20200519,1
